Genename	Control_1	Control_2	Control_3	T24_10	T24_5	T48_10	T48_5	T72_10	T72_5
TMEM183B	38.3649	35.7800	41.9090	45.6240	47.0249	38.7479	51.8083	43.1169	47.1731
TMEM184A	1.1882	1.0298	0.9984	1.7970	1.5368	1.4080	1.5593	1.8171	1.6660
TMEM184B	46.9445	62.8349	57.0116	59.3999	65.4281	53.6983	58.8318	67.4182	61.8463
TMEM184C	21.0527	14.7147	20.5747	19.2082	19.9861	11.4022	17.6817	18.2354	15.4590
TMEM185A	17.2400	12.9320	14.5479	13.5071	15.6311	12.4940	14.8786	15.1271	13.2937
TMEM185B	44.7073	37.9542	44.4852	49.2688	52.0012	35.8056	45.5810	48.3909	43.2956
TMEM186	26.6218	18.1990	19.0911	20.5475	18.7005	19.2798	22.4775	20.3802	19.5463
TMEM187	11.2795	11.3347	10.7707	12.9724	11.7388	14.5009	11.6715	10.6038	15.0642
TMEM189	15.1764	13.6219	12.6702	20.2069	20.0824	20.6288	23.8092	23.0164	18.9737
TMEM189-UBE2V1	6.4294	8.1318	7.4183	11.7407	13.5939	2.4284	7.2908	9.3448	9.1762
TMEM19	8.8335	7.8254	9.2729	6.7433	6.7587	6.0816	11.6600	9.2745	7.4986
TMEM190	0.0000	0.0000	0.2161	0.0691	0.1888	0.1390	0.2479	0.1619	0.2223
TMEM191A	0.2404	0.1234	0.4522	0.3467	0.2615	0.4122	0.4280	0.6274	0.2569
TMEM191B	0.2825	0.2901	0.9749	0.8254	0.7733	1.2825	1.5460	1.0278	0.8078
TMEM191C	0.4785	0.9149	0.0000	0.3499	0.4039	0.5693	0.5405	1.1755	0.6617
TMEM192	16.5034	9.9476	12.9449	10.8943	10.9237	8.8078	8.2535	9.2932	9.7481
TMEM196	0.0000	0.0117	0.0090	0.0258	0.0000	0.0115	0.0062	0.0000	0.0208
TMEM198	2.8974	3.8182	3.2299	3.9654	3.9153	5.0959	3.9219	4.6914	4.8320
TMEM198B	1.2021	0.9790	1.1604	0.9264	0.7653	0.5801	0.9355	1.2597	0.6935
TMEM199	20.8806	16.6748	18.0435	18.0290	19.5495	16.1915	17.5839	18.5085	18.1840
TMEM2	4.2697	2.2788	3.3011	2.2423	2.7104	1.2439	3.8994	3.2988	1.7276
TMEM200A	37.0956	25.8393	36.1288	19.7714	21.2828	19.5534	47.3844	43.5285	28.6577
TMEM200B	0.1704	0.0674	0.0448	0.0331	0.0730	0.1575	0.0554	0.0719	0.0528
TMEM200C	0.0000	0.0000	0.0165	0.0317	0.0000	0.0424	0.0000	0.0000	0.0000
TMEM201	13.9193	16.8878	17.1975	16.6301	17.0920	10.9673	15.7188	15.6649	13.0427
TMEM202	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMEM203	60.0226	72.4766	71.9185	79.3026	69.9085	72.6364	75.4981	75.6204	74.2698
TMEM204	45.1591	62.5907	60.3067	91.1500	93.9665	85.8449	64.4183	77.9387	92.0794
TMEM205	106.2045	126.5716	120.8299	109.3076	111.8589	117.2653	110.1689	108.7368	115.4281
TMEM206	24.5259	20.2667	23.4564	24.0045	23.6509	19.3896	20.4905	21.4304	24.1186
TMEM207	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMEM208	65.1818	69.0544	68.1431	75.4373	70.3685	85.7949	83.3954	80.0949	82.7453
TMEM209	19.1919	14.8730	19.7484	17.4771	19.9890	12.7104	17.7468	19.1346	16.8985
TMEM210	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMEM211	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMEM212	4.9720	2.0157	3.7973	2.5364	1.9289	1.5327	2.3292	2.5026	2.5590
TMEM212-AS1	0.0000	0.0000	0.2490	0.1195	0.4350	0.0801	0.0857	0.2798	0.0000
TMEM213	0.2169	0.2230	0.1521	0.1439	0.1412	0.1693	0.2072	0.1427	0.1367
TMEM214	29.2124	28.0285	29.9400	31.0309	36.8737	23.7151	30.7360	30.6707	28.9901
TMEM215	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMEM216	19.7602	19.4773	19.3333	20.5274	18.2259	18.5393	18.0180	21.3995	20.7387
TMEM217	0.3516	0.2080	0.1698	0.1406	0.1798	0.2131	0.0981	0.2641	0.2231
TMEM218	4.8003	4.6832	4.7153	4.2599	3.6300	4.0454	4.9187	4.5832	4.2400
TMEM219	60.0421	65.5615	62.6127	65.1844	60.8849	85.0833	74.6235	77.1831	75.6000
TMEM220	0.3479	0.1156	0.2881	0.2984	0.3347	0.2793	0.2240	0.2209	0.2124
TMEM220-AS1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMEM221	0.1162	0.0429	0.0164	0.0472	0.0000	0.0316	0.0000	0.0369	0.0506
TMEM222	40.5510	51.5070	46.9060	58.7900	58.5268	60.5539	44.1020	50.7337	62.4442
TMEM223	34.7905	36.8396	35.0025	45.4804	44.4161	49.8718	57.4720	50.7866	53.5219
TMEM225	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMEM229A	0.0000	0.0000	0.0000	0.0000	0.0105	0.0078	0.0083	0.0135	0.0000
TMEM229B	6.0471	6.7582	7.0948	8.2598	9.4912	7.4178	7.9682	9.4400	8.4152
TMEM230	246.0632	246.0552	255.2926	231.1303	236.3516	181.0090	198.4896	205.1401	217.1863
TMEM231	12.9085	12.0546	14.3484	14.4988	15.2176	12.8013	14.6628	14.8503	14.8051
TMEM232	0.2688	0.1365	0.4363	0.2094	0.2071	0.1403	0.1371	0.1385	0.1390
TMEM233	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMEM234	4.9820	4.2739	4.7841	6.1642	5.3021	5.6141	6.9231	6.7023	6.0086
TMEM235	0.0000	0.0000	0.0137	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMEM236	0.2771	0.1433	0.1755	0.1793	0.2236	0.1709	0.1979	0.1896	0.1353
TMEM237	5.8159	4.8230	5.4684	5.4292	5.3444	4.3287	6.5435	5.5342	5.7686
TMEM238	8.6874	13.4768	10.0549	7.5318	7.5510	9.7395	9.8317	11.2987	7.0935
TMEM239	0.2151	0.1429	0.1608	0.1368	0.1635	0.2718	0.2488	0.2196	0.2039
TMEM240	0.6572	0.2832	0.4329	0.5045	0.2701	0.4972	0.2979	0.5212	0.2624
TMEM241	4.7000	2.9395	3.7745	3.8052	3.9569	2.8969	4.4738	3.9749	3.2881
TMEM242	4.8632	3.5111	4.6203	3.6896	3.4293	4.0520	4.5048	4.5035	4.4817
TMEM243	49.0073	38.9458	45.3380	50.3884	46.2116	43.3271	50.8327	44.8995	51.9106
TMEM244	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMEM245	12.8407	8.9340	12.7762	9.4074	10.4057	7.0696	9.7300	9.5472	8.9356
TMEM246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMEM246-AS1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMEM247	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMEM248	44.6972	35.1000	40.8995	39.9376	41.4160	30.3253	41.8782	40.7421	35.1669
TMEM249	1.3862	0.4705	0.4055	0.3926	0.2389	0.2491	0.1851	0.3845	0.2349
TMEM25	7.1851	6.9798	6.6173	5.1945	5.3995	4.9595	4.2307	4.6702	5.6268
TMEM251	58.6068	55.7945	57.9916	66.5164	68.3163	58.6398	64.5412	58.9236	65.6637
TMEM252	0.0000	0.0356	0.0272	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMEM253	1.5155	1.3155	1.6044	1.2318	0.9529	0.7842	1.1042	1.0817	1.0395
TMEM254	11.7475	10.4403	11.6150	9.0332	10.3990	8.2139	10.1270	9.6208	10.0240
TMEM254-AS1	0.2899	0.1951	0.3259	0.2885	0.2291	0.2151	0.1588	0.1852	0.3254
TMEM255A	0.0000	0.0000	0.0095	0.0000	0.0000	0.0061	0.0000	0.0000	0.0000
TMEM255B	18.4514	29.4186	24.0877	20.5967	22.3811	17.4886	10.2145	11.0034	18.7637
TMEM256	125.0900	141.0320	118.7060	96.8365	106.4470	126.3800	135.4250	126.8700	114.0060
TMEM256-PLSCR3	43.9447	63.2442	59.2143	65.1380	65.0768	55.5577	54.8295	66.6926	56.3893
TMEM257	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMEM258	420.2490	415.3890	368.4910	356.6130	373.0950	365.2190	333.2310	307.5480	328.6360
TMEM259	113.5273	139.6504	126.6983	138.4333	145.8288	148.9409	141.8958	165.4037	152.7317
TMEM26	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMEM26-AS1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMEM260	5.4765	4.2771	4.9523	4.8535	4.9114	3.3108	3.6439	4.0501	4.2454
TMEM261	41.1525	36.8357	35.8048	38.3456	36.6968	45.8268	43.7713	45.1160	37.2390
TMEM262	0.2386	0.0000	0.0000	0.0000	0.0000	0.0650	0.0695	0.0000	0.0779
TMEM263	12.3630	9.8070	12.6417	11.5224	11.5896	8.5147	11.9752	11.3796	10.8039
TMEM265	6.3829	6.7601	7.1527	10.8919	9.6258	13.0610	10.9143	11.2928	11.1838
TMEM266	0.0609	0.0844	0.0258	0.0124	0.0676	0.0415	0.1243	0.0435	0.0398
TMEM27	0.0485	0.0538	0.0411	0.1184	0.0359	0.0793	0.0141	0.0462	0.1110
TMEM30A	80.1846	51.9521	71.8864	63.8156	65.2404	44.8289	69.2810	70.0795	62.3702
TMEM30B	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMEM30C	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMEM31	0.0000	0.0000	0.0000	0.0000	0.0465	0.0685	0.0000	0.0000	0.0000
TMEM33	24.8218	19.4672	26.0223	23.1562	23.6659	17.7111	24.4058	24.7288	22.2699
TMEM35	0.0000	0.0000	0.0152	0.0291	0.0000	0.0585	0.0104	0.0000	0.0234
TMEM37	0.0000	0.0000	0.0191	0.0000	0.0333	0.0000	0.0525	0.0214	0.0000
TMEM38A	4.4699	5.8709	5.6954	4.8184	5.4213	3.8887	2.9615	3.3586	4.1841
TMEM38B	8.9009	8.6301	9.9404	8.2938	8.2897	6.1147	7.9806	7.0302	7.4512
TMEM39A	14.0259	10.8548	12.9945	12.2194	13.2403	8.9556	9.7803	10.3957	10.7989
TMEM39B	24.6630	26.4534	24.9999	24.4221	25.6922	21.0614	24.5370	22.1911	21.4604
TMEM40	0.1223	0.3018	0.1897	0.1324	0.0753	0.1886	0.2271	0.1745	0.1228
TMEM41A	34.5781	28.8609	33.2734	34.3530	33.1398	34.9671	38.8319	39.8511	36.6781
TMEM41B	12.6222	8.5352	9.7718	18.8863	17.4722	13.0326	14.5014	16.4214	15.5377
TMEM42	26.7637	27.6666	26.8297	24.3945	23.7198	28.9685	27.7353	25.3884	28.6538
TMEM43	88.6440	76.9301	92.2047	89.7152	97.9258	71.2201	81.6716	89.5649	84.8017
TMEM44	30.6956	26.2739	27.9854	46.1577	46.0519	42.2258	39.7567	48.0981	44.3888
TMEM44-AS1	5.2834	3.8493	4.2212	3.7202	3.1752	3.8478	4.2776	4.1764	4.4045
TMEM45A	10.9618	8.0437	9.3041	7.9989	8.5593	7.6423	19.7782	13.4223	11.8228
TMEM45B	0.1714	0.1389	0.3460	0.1976	0.1872	0.0647	0.2027	0.2163	0.1557
TMEM47	1.6346	1.3103	1.6936	1.1378	1.2221	0.7056	1.2416	1.2826	1.0905
TMEM5	31.3483	22.9976	27.5943	27.6729	26.9381	22.7998	26.8108	25.8495	28.0654
TMEM5-AS1	0.0000	0.0000	0.0000	0.2096	0.0000	0.2095	0.0000	0.0000	0.0630
TMEM50A	57.4744	52.7187	59.9184	61.9887	64.2219	54.6397	65.9216	65.8594	62.2502
TMEM50B	10.1387	7.4315	9.7328	10.1379	9.1840	7.3089	8.8190	8.1658	8.7188
TMEM51	18.6504	17.5339	17.8530	44.7603	46.3273	33.6734	42.7417	43.7166	39.1874
TMEM51-AS1	0.0968	0.0400	0.0718	0.0799	0.1061	0.0606	0.0993	0.1055	0.1399
TMEM52	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMEM52B	0.1420	0.0486	0.0721	0.0826	0.0684	0.0867	0.1078	0.0995	0.1001
TMEM53	1.2208	1.1881	1.1002	0.6563	0.6346	0.7752	0.8486	0.7376	0.8108
TMEM54	129.0940	229.9130	174.0020	198.2220	203.9810	222.0460	214.2650	198.5410	221.9870
TMEM55A	9.7941	7.3643	9.8143	8.0100	8.3025	8.4822	8.2615	8.5245	9.9443
TMEM55B	24.2941	25.5553	23.6602	24.9788	26.1817	26.2229	22.3917	24.4654	24.8656
TMEM56	1.5060	1.1187	1.2801	0.8222	0.9461	0.7304	0.9768	0.8570	0.9566
TMEM56-RWDD3	0.4965	0.1794	0.8169	0.6750	0.3571	0.3744	0.2544	0.4546	0.2855
TMEM57	7.0623	5.2888	6.3343	6.7064	6.7008	5.8299	7.9226	7.0247	6.2300
TMEM59	66.9553	60.6148	67.0873	66.5098	70.5141	57.1589	75.3980	73.3811	64.4759
TMEM59L	1.9356	2.5633	1.6392	2.2639	2.4970	3.6128	1.8161	2.7406	2.6984
TMEM60	23.0752	16.6420	19.5422	20.5340	19.2401	16.2251	26.6674	19.1200	18.7767
TMEM61	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMEM62	5.6365	4.6409	5.6685	5.1010	5.5014	4.4984	6.5021	6.9285	5.7785
TMEM63A	6.0198	4.7322	5.8455	5.5269	6.1609	5.0598	6.3929	6.5836	5.6257
TMEM63B	15.6968	14.7036	14.3300	14.4191	15.1304	11.8602	14.4677	14.9974	13.6872
TMEM63C	0.0129	0.0000	0.0055	0.0157	0.0095	0.0035	0.0000	0.0307	0.0084
TMEM64	5.8268	5.6677	7.7211	6.2567	6.8089	5.0891	6.5303	7.2708	6.2111
TMEM65	8.9916	7.2511	10.9456	6.8640	7.4120	5.4263	9.0408	9.1781	6.5558
TMEM67	5.2286	2.5711	3.5854	3.5895	3.6279	2.1268	2.9935	3.1875	2.8977
TMEM68	28.8470	20.2948	27.5571	25.0583	25.0890	18.8080	19.8939	21.1822	23.0442
TMEM69	50.6998	50.4564	50.6809	44.2483	48.7512	34.6459	47.5211	44.9385	40.5271
TMEM70	27.7710	28.3379	32.2614	28.7379	28.4268	25.7857	32.1354	27.6989	29.1392
TMEM71	1.1042	1.0012	0.9417	0.1013	0.1317	0.1164	0.1192	0.1458	0.0876
TMEM72	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMEM72-AS1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0126	0.0103	0.0000
TMEM74	0.4616	0.5312	0.6164	0.3030	0.4071	0.3288	0.7657	0.6589	0.4291
TMEM74B	3.5828	5.4590	4.0764	4.2293	3.7172	5.5261	3.6456	4.1512	4.9190
TMEM75	0.0341	0.0000	0.0144	0.0416	0.0252	0.0371	0.0696	0.0649	0.0223
TMEM79	9.2602	10.8841	11.5255	9.6503	10.7278	10.8801	8.6694	11.4285	11.0503
TMEM80	3.2782	2.5968	2.2173	2.4875	2.0571	2.0887	2.6310	2.4495	1.9306
TMEM81	2.8401	3.4748	3.0065	3.1981	3.3702	3.3194	2.9659	2.6465	3.3046
TMEM82	0.2515	0.0348	0.0000	0.0256	0.0465	0.0685	0.2199	0.3292	0.1849
TMEM86A	0.4855	0.5055	0.5674	0.3946	0.5387	0.3861	0.4697	0.5544	0.5265
TMEM86B	4.1467	5.8632	5.1396	4.8625	4.9846	4.6465	4.3051	5.5082	5.2763
TMEM87A	17.3604	12.3482	15.7389	18.5045	18.5831	15.0798	19.9668	20.3440	18.4022
TMEM87B	12.7977	7.9573	12.2822	12.6138	12.1675	9.0427	13.0986	14.5079	12.4654
TMEM88	0.5763	0.9998	0.7996	0.7272	1.2381	1.4957	1.2865	1.0526	0.9221
TMEM88B	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0667	0.0000	0.0000
TMEM89	0.0000	0.0000	0.0000	0.0000	0.0000	0.0650	0.0000	0.1135	0.0779
TMEM8A	65.8740	134.4810	114.1050	156.8830	163.0080	135.4170	101.5330	131.3120	149.9040
TMEM8B	6.7918	8.7083	8.1090	7.4980	9.1215	8.3889	8.8621	9.0893	9.2003
TMEM8C	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMEM9	43.7544	46.5115	44.2353	39.1828	39.9193	40.3998	48.7493	42.7705	42.8354
TMEM91	6.5265	4.3063	3.6519	3.2510	3.3036	4.0185	2.6376	2.8740	2.9513
TMEM92	3.0436	3.9011	3.0953	2.3232	2.3170	2.0542	2.5624	2.3779	2.3926
TMEM92-AS1	1.2255	0.4753	0.2595	0.1494	0.1813	0.2003	0.5357	0.5831	0.4003
TMEM94	11.3957	10.5534	11.0150	9.6919	10.9070	8.0135	9.9855	10.6267	9.2988
TMEM95	0.0000	0.0000	0.0000	0.0000	0.0000	0.0186	0.0399	0.0325	0.0000
TMEM97	6.7577	4.3971	6.2807	4.9680	5.5574	3.6962	7.0442	6.0074	4.2384
TMEM98	3.2343	4.4098	4.1514	4.1482	4.1791	4.4190	4.8149	4.3752	5.1719
TMEM99	18.1402	19.7222	19.9116	17.4148	17.5537	16.4366	15.8201	18.4096	16.6844
TMEM9B	33.6931	27.5846	30.9585	32.0842	32.4402	26.0562	33.3918	28.8983	31.1247
TMEM9B-AS1	2.7675	2.8917	2.9184	2.6797	2.3141	2.1162	1.5214	1.9355	1.7865
TMF1	10.6953	6.5396	10.8686	11.9995	11.0252	8.4342	10.8606	10.7280	10.6062
TMIE	0.9681	1.5196	1.5201	0.9835	0.7758	0.9667	0.1763	0.4990	0.8168
TMIGD1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMIGD2	0.9765	0.6362	0.4890	0.7215	0.6162	0.4321	0.2130	0.3661	0.2528
TMIGD3	0.0000	0.2041	0.1170	0.1123	0.1022	0.0368	0.0268	0.0438	0.0662
TMLHE	10.0559	8.3853	11.3002	8.2457	8.5350	7.1186	7.5094	7.2664	8.3241
TMLHE-AS1	0.0228	0.0618	0.0289	0.0091	0.0165	0.0246	0.0396	0.0637	0.0219
TMOD1	4.2237	2.6010	3.0203	2.3902	2.7155	2.2344	3.3884	3.5112	2.7115
TMOD2	0.7090	0.4509	0.6766	0.5738	0.5092	0.4378	0.5433	0.6681	0.5114
TMOD3	22.1594	14.8235	21.7667	20.8195	21.2482	14.6130	24.7153	24.3214	20.5625
TMOD4	0.0000	0.1323	0.0000	0.0243	0.0442	0.0163	0.0348	0.0284	0.0780
TMPO	22.0808	14.4270	19.8025	12.7572	14.4972	9.2572	32.1722	23.7103	14.0890
TMPO-AS1	0.7138	0.5447	0.6922	0.2814	0.2912	0.3224	1.1882	0.8440	0.3973
TMPPE	0.3199	0.5816	0.6798	0.4527	0.6235	0.3868	0.6572	0.6898	0.3294
TMPRSS11A	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0144	0.0000
TMPRSS11B	0.1555	0.0957	0.0624	0.1374	0.1463	0.1217	0.1301	0.0837	0.1581
TMPRSS11BNL	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMPRSS11D	0.0000	0.0431	0.0220	0.0527	0.0192	0.0141	0.0302	0.0123	0.0508
TMPRSS11E	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMPRSS11F	0.0357	0.0396	0.0000	0.0290	0.0132	0.0097	0.0000	0.0340	0.0117
TMPRSS11GP	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMPRSS12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMPRSS13	0.0000	0.0000	0.0090	0.0000	0.0000	0.0116	0.0186	0.0609	0.0000
TMPRSS15	0.0537	0.0595	0.0682	0.0946	0.1390	0.0292	0.0157	0.0426	0.0702
TMPRSS2	0.0000	0.0000	0.0094	0.0091	0.0083	0.0000	0.0000	0.0212	0.0073
TMPRSS3	0.0000	0.0430	0.0443	0.0310	0.0385	0.0574	0.0736	0.0165	0.0472
TMPRSS4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMPRSS4-AS1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMPRSS5	0.0000	0.2149	0.0986	0.0648	0.0287	0.0423	0.0813	0.0369	0.0760
TMPRSS6	0.0229	0.0254	0.0476	0.0186	0.0254	0.0250	0.0267	0.0218	0.0150
TMPRSS7	0.3482	0.2895	0.3809	0.2598	0.2697	0.2766	0.3552	0.3729	0.1893
TMPRSS9	0.6299	0.4487	0.3811	0.2742	0.3245	0.3430	0.4196	0.7815	0.5143
TMSB10	2632.2300	3041.9300	2612.0800	1974.5600	2049.4000	2863.7100	3622.2400	3430.3600	2527.8700
TMSB15A	0.1550	0.5206	0.5759	0.0000	0.2670	0.0831	0.6319	0.1561	0.3976
TMSB15B	3.7208	2.3426	3.0713	2.2752	2.0692	2.5753	4.5137	3.1225	2.0873
TMSB4X	34.9219	39.7328	34.2621	23.1257	22.7768	25.3046	22.3083	22.1804	24.1866
TMSB4Y	0.0457	0.0506	0.0580	0.0186	0.1351	0.0497	0.0799	0.1086	0.0448
TMTC1	0.1430	0.1916	0.1881	0.0944	0.1200	0.1000	0.0852	0.1329	0.1070
TMTC2	2.2256	1.3396	2.0102	0.9911	1.2350	0.6737	0.9727	1.4929	0.8594
TMTC3	3.6084	2.4181	4.0043	3.2752	3.4870	2.0279	4.4714	4.3311	3.1074
TMTC4	8.7175	8.1602	7.9933	7.8616	8.1003	5.3343	10.4558	9.5289	7.5892
TMUB1	90.9144	184.3540	140.3164	144.5028	141.8454	155.4477	141.0726	157.9768	169.5642
TMUB2	23.3022	28.3398	24.5123	26.4439	27.7799	23.1887	23.4634	21.9755	27.1324
TMX1	49.6109	35.4918	46.4402	43.3806	43.9090	32.4575	56.7977	50.1582	44.0136
TMX2	74.8256	57.9394	63.5011	62.4934	65.5156	51.8952	70.0716	68.1711	60.5699
TMX2-CTNND1	0.0000	0.0000	0.0000	0.0000	0.1385	0.0000	0.0000	0.0000	0.0000
TMX3	44.4459	29.4207	44.5719	38.3249	40.6287	25.1922	32.2232	35.0138	34.3409
TMX4	17.7380	14.1117	20.1125	11.3854	12.1540	9.2056	10.3916	10.9079	10.9207
TNC	7.2390	3.8817	6.4922	3.8721	3.7690	1.5977	0.9634	1.4812	1.6889
TNF	0.0000	0.0000	0.0000	0.0000	0.0168	0.0124	0.0000	0.0000	0.0000
TNFAIP1	37.8197	36.3413	40.7655	47.5515	51.8768	34.8792	45.6997	41.2599	44.5742
TNFAIP2	13.8654	13.2974	16.4243	13.2404	14.0251	11.0356	15.4531	16.5215	12.2076
TNFAIP3	1.7574	1.3811	1.8330	0.9221	1.2426	0.4690	1.4181	1.0668	0.7508
TNFAIP6	0.0547	0.0303	0.0695	1.1565	1.0323	1.0581	2.7910	2.6821	1.5193
TNFAIP8	7.1700	5.0386	7.4227	5.5248	5.5803	4.4708	8.9658	7.3151	6.1637
TNFAIP8L1	12.8214	9.1607	9.2693	11.1235	10.3862	9.2877	14.9422	13.5069	10.4949
TNFAIP8L2	0.1370	0.1518	0.1740	0.0835	0.0581	0.1119	0.0200	0.0652	0.1118
TNFAIP8L2-SCNM1	0.0000	0.0000	0.1717	0.0000	0.1398	0.0000	0.0000	0.0000	0.0000
TNFAIP8L3	0.3466	0.0654	0.0631	0.0467	0.1066	0.0628	0.0558	0.0636	0.1100
TNFRSF10A	0.0000	0.0000	0.0215	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TNFRSF10B	244.9188	180.1031	218.3244	206.6295	215.3268	169.9193	195.4720	229.4406	204.4056
TNFRSF10C	2.4779	2.4951	2.5047	1.9782	2.1256	1.5912	1.6732	1.8552	1.8165
TNFRSF10D	1.1243	0.6230	0.6716	0.5385	0.3862	0.2515	0.1931	0.1720	0.2557
TNFRSF11A	2.3800	2.1811	2.6700	2.0082	2.0796	1.5244	2.2973	2.3903	2.0329
TNFRSF11B	0.3122	0.2941	0.1983	0.2665	0.2887	0.2466	0.5096	0.5200	0.2448
TNFRSF12A	503.2240	639.4760	618.2020	766.5920	773.4090	754.0680	694.5760	796.0410	814.6740
TNFRSF13B	0.0000	0.0000	0.0000	0.0000	0.0000	0.0158	0.0169	0.0275	0.0000
TNFRSF13C	0.1824	0.0505	0.1159	0.0371	0.0000	0.0248	0.0532	0.0000	0.0000
TNFRSF14	6.1551	8.1305	6.6546	7.3304	6.8105	9.5825	7.6490	9.4365	10.1936
TNFRSF17	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TNFRSF18	0.0000	0.0000	0.0290	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TNFRSF19	1.0625	0.6806	0.6569	0.8215	0.8464	0.6154	1.9109	1.4892	0.9694
TNFRSF1A	78.9436	77.3064	79.6983	76.2078	77.9815	71.3694	73.2220	78.9196	73.1717
TNFRSF1B	0.2330	0.0753	0.0981	0.1196	0.0864	0.0949	0.1243	0.1477	0.1518
TNFRSF21	18.3399	18.4855	20.8896	31.3955	34.8905	22.2574	28.0737	31.9658	27.0119
TNFRSF25	4.0216	1.3244	1.5994	1.7101	1.9902	2.3908	1.9597	2.7805	1.9047
TNFRSF4	0.0000	0.0000	0.0627	0.0301	0.0548	0.0403	0.0000	0.1410	0.0726
TNFRSF6B	0.8899	1.2821	1.3956	0.3705	0.3413	0.4728	1.4067	1.2679	0.8100
TNFRSF8	1.9018	2.9435	2.8196	2.3328	2.5213	2.4205	2.0042	2.4100	3.0700
TNFRSF9	1.0362	0.7111	0.9759	0.5533	0.5830	0.5634	0.8689	0.8375	0.6082
TNFSF10	0.1789	0.0571	0.0558	0.0566	0.1555	0.1137	0.1582	0.2702	0.1249
TNFSF11	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TNFSF12	6.6636	9.6749	6.9541	8.1544	7.5944	7.2260	7.4812	8.1572	8.1507
TNFSF12-TNFSF13	0.0570	0.0917	0.0759	0.2814	0.0717	0.0000	0.0000	0.0000	0.1549
TNFSF13	1.8210	1.6897	1.2519	0.8004	1.0657	0.8161	0.9458	1.0351	0.9809
TNFSF13B	1.4894	1.4434	1.0291	1.1520	0.6808	1.1961	1.2644	1.0050	1.1974
TNFSF14	0.2692	0.2092	0.2606	0.1951	0.2100	0.2161	0.3824	0.3750	0.3299
TNFSF15	13.3223	7.5013	10.9154	8.9249	8.7348	5.7829	4.8275	5.4614	6.8099
TNFSF18	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0356	0.0000	0.0000
TNFSF4	0.7050	0.6464	0.7641	0.7903	0.7950	0.6299	0.3621	0.6690	0.7288
TNFSF8	0.4557	0.2525	0.4931	0.2263	0.2996	0.2206	0.1853	0.3132	0.2150
