ESC_47	ESC_19	ESC_20	ESC_13	ESC_11	ESC_28	ESC_3	ESC_36	ESC_22	ESC_37	ESC_29	ESC_45	ESC_15	ESC_14	ESC_10	ESC_1	ESC_21	ESC_5	ESC_6	ESC_23	ESC_35	ESC_25	ESC_2	ESC_43	ESC_30	ESC_12	ESC_24	ESC_27	ESC_40	ESC_7	ESC_17	ESC_38	ESC_39	ESC_16	ESC_4	ESC_9	ESC_31	ESC_33	ESC_42	ESC_18	ESC_34	ESC_26	ESC_48	ESC_41	MEF_54	MEF_61	MEF_67	MEF_91	MEF_62	MEF_70	MEF_78	MEF_90	MEF_49	MEF_77	MEF_53	MEF_74	MEF_59	MEF_81	MEF_84	MEF_83	MEF_79	MEF_72	MEF_60	MEF_88	MEF_73	MEF_71	MEF_51	MEF_65	MEF_66	MEF_76	MEF_68	MEF_92	MEF_89	MEF_64	MEF_87	MEF_82	MEF_75	MEF_69	MEF_52	MEF_50	MEF_86	MEF_63	MEF_56	MEF_55	MEF_80	MEF_85	MEF_58	MEF_57
Gm24163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rfesd	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	18	0	0	5	34	0	0	0	0	4	0	26	0	0	0	34	0	4	1	0	0	9	0	5	4	2	52	0	0	0	0	0	0	8	1	0	0	0	2	30
Arsk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	32	28	0	0	0	0	0	9	0	0	0	0	0	0	11	0	0	0	0	0	0	11	0	0	17	0	23	0	0	0	0	0	0	0	0	0	57	1	0	0	0	15	70
Ttc37	18	0	0	0	0	0	3	0	11	0	0	0	0	0	0	0	5	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	68	2	0	71	104	26	0	30	0	156	230	0	54	0	0	68	0	0	0	9	0	0	57	0	0	0	0	200	51	72	0	12	39	19	2	51	0	0	0	30	0	0	0	0	0	0
Mctp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	109	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Ankrd32	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	51	0	8	0	0	3	27	0	0	0	0	0	0	0	0	0	34	15	0	0	20	0
2210408I21Rik	71	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	52	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	31	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	34	0	0	0	0	6	0	0	0	3	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam172a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	41	0	0	0	0	0	0	2	0	10	26	0	0	0	0	0	0	25	0	38	90	0	39	0	0	0	9	0	76	1	0	0	0	0	0	1	0	0	9	21	0	0	19	0	95	0	16	31	0	0	91	0	0	0	0	0	14	0	0	0	0
Pou5f2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	27	0	0	0	0	0	0	0	0	0	0
Nr2f1	0	2	0	0	0	4	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	1	0	87	0	53	0	0	0	114	0	4	0	24	652	9	0	0	0	108	10	954	0	56	0	312	0	0	7	9	2	98	0	0	7	0	0	0	1	2	0	0	0	4	0	0
A830082K12Rik	5	0	0	0	0	0	0	0	1	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	331	0	0	0	0	0	0	11	0	0	23	0	7	0	0	4	0	0	0	0	0	0	0	0	0	28	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Gm23019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arrdc3	18	0	0	0	14	0	0	0	0	0	0	15	33	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	3	0	0	0	42	0	2	0	4	29	0	0	0	0	0	0	9	31	0	0	0	161	34	30	0	5	0	0	0	59	0	0	0	2	21	0	0	0	0	65	0	1	0	0	0	14	0	0	0	25	0	0	0	0	224	0	0	0	232	4
1700023H06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8399	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysmd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	33	0	0	0	8	0	0	0	0	0	3	0	0	0	0	0	0	31	13	4	20	0	0	0	14	49	11	0	0	1	35	0	0	2	0	0	0	47	0	102	0	0	0	34	0	0	0	0	0	0	0	0	1	0	0	14	0	0	0	43	107
Polr3g	13	6	0	0	0	0	0	0	0	0	0	15	0	4	67	0	0	0	0	0	35	34	0	6	0	14	0	0	0	0	0	0	0	0	0	0	17	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	27	0	0	0	25	0	0	0	0	0	91	0	0	0	0	0	0	0	13	0	0	51	0	0	30	0	0	0	0	0	0	0	0	0	0
Mblac2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	13	0	0	0	0	40	0	0	0	8	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	13	0	0	0	0	0
Gm17259	16	0	0	0	36	0	0	1	15	0	5	0	0	9	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	17	0	0	0	5	0	0	0	0	0	0	0	3	3	4	1	0	0	1	1	4	0	0	0	0	0	0	8	0	0	0	0	0	0	0	15	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	4
Cetn3	32	0	10	0	0	0	0	0	8	0	0	0	0	5	10	0	93	0	1	1	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	20	0	0	0	37	0	26	57	20	16	67	242	9	105	0	0	10	1	1	276	23	221	53	5	0	20	117	4	0	31	0	88	77	123	336	315	39	74	42	46	8	226	30	0	0	0	173	0
Mef2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	39	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	2	0
C130071C03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Tmem161b	44	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	26	0	0	0	0	0	13	0	0	0	0	0	10	2	0	0	0	0	0	0	5	0	1	0	0	0	31	2	21	0	0	0	0	0	0	0	0	0	186	21	0	0	0	0
Gm4076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnh	6	10	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	5	0	2	0	0	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	1	0	0	15	57	0	0	0	0	14	5	9	0	0	0	18	0	0	0	0	0	26	32	0	2	0	87	174	0	0	16	0	1	36	13	3	0	0	0	26	188
Rasa1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	12	0	7	0	0	0	0	21	0	2	33	0	0	0	1	0	0	69	0	0	0	1	0	1	34	0	53	1023	65	0	11	150	118	88	0	47	16	10	75	55	121	37	0	553	0	33	62	0	32	3	0	12	90	0	1	0	30	81	74	0	0	161	143	101	0	18	134	178
Cox7c	1066	30	137	150	458	9	122	280	123	164	3	203	133	115	140	30	82	85	31	293	294	335	0	69	1	91	226	113	52	19	0	229	138	80	17	122	85	517	61	60	56	62	54	384	285	1223	339	220	116	364	211	229	683	265	88	87	283	524	361	73	82	171	316	48	274	166	817	199	83	863	564	423	637	309	188	30	236	360	152	9	227	734	369	242	110	1	259	105
Gm22574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Gm21232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
Edil3	0	0	1	0	0	0	0	2	3	0	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	25	0	1	40	0	0	0	30	0	21	0	35	3	0	0	0	0	0	0	0	85	0	1	0	0	0	6	3	0	0	62	0	66	0	41	0	0	0	2	0	0	0	0	2
Vcan	5	3	0	0	50	0	0	2	14	0	0	2	0	0	12	0	10	0	0	2	0	0	1	12	0	29	0	25	0	0	0	0	8	0	16	0	0	91	0	0	0	6	0	0	1185	51	185	108	0	270	0	117	105	16	0	0	0	69	0	0	25	522	6	15	111	59	267	478	4	768	36	133	187	0	233	0	170	225	192	49	58	231	274	17	0	10	27	396
Gm4117	3	1	1	0	54	0	41	16	197	0	2	0	0	5	5	1	7	0	0	3	0	3	0	0	1	1	3	1	0	0	1	0	4	0	0	3	0	1	0	1	2	5	0	3	23	33	14	0	0	28	0	14	210	29	1	29	7	74	3	86	0	1	21	0	16	4	133	1	0	31	4	22	15	3	3	0	38	21	0	4	1	27	174	32	0	17	55	0
Xrcc4	12	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	1	0	20	0	2	27	0	0	6	0	0	31	0	0	0	36	0	0	0	20	0	0	0	0	22	7	0	6	0	0	0	0	23	0	0	0	0	0	0	0	11
Tmem167	157	14	0	0	6	3	135	0	55	0	6	66	422	0	9	0	31	2	11	0	19	49	4	0	4	1	207	118	942	6	0	0	117	34	20	9	102	277	1	0	101	6	58	36	377	1300	354	686	136	70	289	484	148	521	0	289	532	352	338	12	99	217	681	281	415	218	931	333	29	863	741	495	292	582	48	46	65	519	28	0	162	564	173	71	0	52	298	368
Rps23	3281	867	1571	821	1758	249	1529	976	1449	581	926	972	806	1189	1987	1166	1788	935	480	1878	1097	3121	52	465	17	850	1137	1846	309	156	62	1425	1638	1072	65	802	864	3958	427	778	600	391	1154	2102	2846	4695	2276	1172	566	3073	1197	3597	1957	2170	60	796	1028	2424	979	327	323	3638	3858	791	1185	1675	2537	3417	308	2445	3451	3792	1091	1805	1523	578	314	4558	1897	271	541	3502	3416	851	293	314	2403	1255
Atg10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	17	52	0	0	0	0	13	18	0	0	6	0	0	0	0	0	0	0	0	0	33	0	50	0	0	0	13	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Ssbp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	17	0	0	0	0	0	0	0	0	90	25	72	0	0	142	0	61	0	9	38	0	0	0	0	5	50	0	24	51	79	187	2	21	0	0	14	0	170	0	100	32	12	13	0	0	54	106	0	0	22	0
Zcchc9	0	0	0	0	4	0	8	0	6	0	0	0	1	0	0	0	0	4	5	0	24	3	5	0	0	0	0	4	0	8	0	0	58	0	16	0	0	118	0	0	22	2	0	3	19	154	38	40	0	41	0	22	62	19	0	78	121	284	0	53	0	26	13	0	0	137	70	27	18	161	0	108	30	133	21	0	0	2	55	122	95	123	16	0	0	0	0	2
Msh3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhfr	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	44	60	0	12	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	8	1	0	0	0	0	0	138	0
C030017D09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam151b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0
Zfyve16	35	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	21	0	0	20	26	27	0	103	16	0	5	0	0	0	0	40	16	0	2	0	24	12	0	0	0	0	38	71	0	0	43	0	0	0	0	16	32	300	0	0	44	19
Serinc5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	10	0	0	0	0	0	0	10	59	0	0	0	0	0	0	0	0	0	0	3	0	0	0	20	0	40	1	3	0	20	41	0	0	36	26	0	0	0	0	0
Mtx3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	29	25	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	73	0	11	0	8	0	14	0	0	1	38	0	0	0	0	4	0	0	0	45	0	0	257	0
Cmya5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Papd4	0	0	79	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	42	0	0	0	0	0	0	72	0	21	0	0	0	0	0	0	7	0	134	18	0	0	0	92	0	72	0	0	0	0	0	0	0	0	0	0	0	0	53
Gm2076	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Homer1	0	0	0	0	0	0	4	0	8	0	0	0	0	0	1	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12	17	0	0	0	17	39	17	5	0	0	5	153	1	0	52	0	0	0	0	0	0	0	0	0	9	0	0	0	0	143	0	0	0	0	0	0	82	0	41	0	0	0	0
Jmy	4	15	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	3	0	0	0	0	0	0	0	25	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	69	12	5	40	0	0	0	43	84	0	0	17	31	0	0	0	0	22	33	0	24	83	5	250	0	10	115	91	15	208	56	0	9	18	0	0	1	230	183	14	15	0	79	1
Bhmt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Arsb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
Lhfpl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	8	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	110	42	78	239	223	0	0	102	0	43	6	3	56	0	29	0	0	0	161	174	1	2	6	0	0	0	66	136	0	39	51	0	16	0	31	0	0	62	476	0	0	0	38	0
Scamp1	6	0	0	0	0	0	12	0	16	0	0	11	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	1	0	0	0	1	63	60	121	30	0	168	14	262	87	410	0	6	105	20	11	49	0	270	246	12	69	51	195	10	29	270	0	53	0	78	13	0	571	77	8	26	0	119	194	64	0	0	158	31
Gm9776	0	0	0	0	0	0	6	0	126	0	2	0	0	0	6	1	14	63	1	7	62	0	1	0	0	0	1	0	0	0	0	1	3	0	0	0	0	7	0	5	0	0	21	30	0	132	13	0	0	10	0	0	123	4	0	1	1	0	0	0	0	0	182	0	25	1	1	1	0	5	104	268	378	12	64	11	1	0	0	0	9	0	0	1	53	12	42	10
Ap3b1	0	0	61	0	11	0	0	1	12	0	31	0	0	31	5	0	0	8	10	0	1	111	6	0	0	0	1392	9	1	6	0	483	0	11	1	0	0	221	0	0	11	0	0	0	214	94	159	83	58	98	2	160	296	2	0	9	57	128	0	18	0	21	43	52	16	307	34	189	51	2	64	99	130	170	232	14	14	126	16	36	126	177	350	66	0	51	314	73
Tbca	168	0	95	32	76	0	11	83	2	10	1	69	50	2	4	3	8	23	2	12	27	115	0	0	1	0	50	5	2	6	0	80	14	32	13	47	0	263	0	9	4	14	43	133	126	314	160	134	26	135	254	81	483	168	11	121	197	393	316	5	14	14	51	46	180	96	289	36	19	297	241	214	82	358	167	24	243	34	118	30	50	260	345	408	9	12	187	239
Wdr41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	31	74	22	49	0	0	1	0	10	0	0	80	0	0	0	0	0	0	1	135	0	0	0	13	0	0	0	2	41	0	0	0	27	62	0	0	9	0	37	0	0	0	0	0
Pde8b	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	29	0	0	0	0	70	0	3	0	0	0	0	0	0	0	0	129	3	0	27	20	0	0	23	0	9	30	0	385	0	11	52	40	0	3	0	0	0	21	0	0	0
Zbed3	0	0	0	0	9	0	0	0	7	0	13	29	0	0	3	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	6	22	66	0	0	0	2	0	81	0	1	0	30	99	6	12	8	0	45	19	1	6	31	198	30	0	20	0	25	88	1	0	0	123	22	0	10	89	10	16	0	13	0	176	0
Aggf1	0	0	4	0	0	0	0	0	13	0	0	0	25	0	16	21	0	0	9	0	0	0	0	0	0	0	0	5	0	0	0	0	24	0	7	0	0	0	0	0	0	0	0	51	52	136	0	18	0	4	0	42	128	93	0	2	1	60	5	13	4	0	16	13	30	0	387	20	2	0	0	102	51	58	56	0	39	68	18	0	43	51	46	27	0	0	20	21
F2rl1	0	0	0	0	0	0	0	7	0	0	0	0	11	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
F2r	6	0	20	0	1	0	0	15	53	0	5	0	0	0	41	1	8	1	4	5	2	0	6	6	2	0	10	18	0	15	0	0	0	1	17	1	6	0	0	0	0	2	2	0	1541	865	101	268	36	97	15	354	801	796	0	699	1705	351	225	0	14	643	321	388	274	230	193	1805	20	602	467	160	1162	0	120	66	406	362	9	129	137	291	766	1008	122	1	385	386
Iqgap2	0	38	0	0	0	0	0	0	0	5	4	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	17	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	2	0	0	0	44	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0
Gm27031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sv2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
